代码,日期,收盘,行业名称,日涨跌幅,市场环境,沪深300涨跌幅,超额收益,行业分组
801170,2021-03-30,2391.6,交通运输,0.00046852514976070125,震荡期,0.0094815070785359,-0.009012981928775199,防御类
801170,2021-03-31,2401.24,交通运输,0.004030774376986068,下跌期,-0.009101171033827349,0.013131945410813417,防御类
801170,2021-04-01,2406.63,交通运输,0.0022446735853143274,震荡期,0.012363616627257823,-0.010118943041943496,防御类
801170,2021-04-02,2407.96,交通运输,0.00055263999867039,震荡期,0.00993586689460324,-0.00938322689593285,防御类
801170,2021-04-06,2410.68,交通运输,0.0011295868702136946,震荡期,-0.004110193881419866,0.00523978075163356,防御类
801170,2021-04-07,2451.91,交通运输,0.01710305805830714,震荡期,-0.007119954275415785,0.024223012333722926,防御类
801170,2021-04-08,2422.39,交通运输,-0.012039593622930722,震荡期,0.0016587825836840153,-0.013698376206614737,防御类
801170,2021-04-09,2392.39,交通运输,-0.012384463278002356,震荡期,-0.015036943912112966,0.00265248063411061,防御类
801170,2021-04-12,2353.32,交通运输,-0.01633094938534252,震荡期,-0.017395260734286544,0.0010643113489440248,防御类
801170,2021-04-13,2322.56,交通运输,-0.01307089558581076,震荡期,-0.0016375133242489959,-0.011433382261561764,防御类
801170,2021-04-14,2333.36,交通运输,0.004650041333700727,震荡期,0.008296954193459882,-0.003646912859759155,防御类
801170,2021-04-15,2322.8,交通运输,-0.004525662563856336,震荡期,-0.006355423452624742,0.0018297608887684058,防御类
801170,2021-04-16,2353.97,交通运输,0.013419149302565714,震荡期,0.003476882279033866,0.009942267023531848,防御类
801170,2021-04-19,2376.58,交通运输,0.009605050191803688,震荡期,0.024331775261513977,-0.01472672506971029,防御类
801170,2021-04-20,2359.44,交通运输,-0.007212044197965062,震荡期,-0.0007179059948099198,-0.006494138203155142,防御类
801170,2021-04-21,2349.77,交通运输,-0.004098430135964448,震荡期,0.0030255549227726775,-0.007123985058737126,防御类
801170,2021-04-22,2343.72,交通运输,-0.0025747200789865143,震荡期,-0.0018633997189504425,-0.0007113203600360718,防御类
801170,2021-04-23,2346.11,交通运输,0.0010197463860872613,震荡期,0.00907973757988434,-0.008059991193797078,防御类
801170,2021-04-26,2338.8,交通运输,-0.0031157959345469166,震荡期,-0.011336098295515629,0.008220302360968712,防御类
